identifier1	identifier2	annotator	judgment	comment	lemma
mag_1840_554841.txt-264-11	mag_1844_555172.txt-355-17	emmaccaulfield	4	 	include_vb
nf_1858_753804.txt-231-2	mag_1849_525388.txt-50-11	emmaccaulfield	4	 	include_vb
mag_1833_554231.txt-601-1	nf_1843_747650.txt-1405-6	emmaccaulfield	3	 	include_vb
mag_1821_553344.txt-383-27	fic_1851_746.txt-2932-9	emmaccaulfield	4	 	include_vb
nf_2002_746986.txt-83-2	mag_1839_554749.txt-771-25	emmaccaulfield	4	 	include_vb
nf_1845_747928.txt-3757-37	nf_1841_747861.txt-157-23	emmaccaulfield	3	 	include_vb
nf_1965_773962.txt-461-19	fic_1846_557.txt-3983-5	emmaccaulfield	3	 	include_vb
news_1985_671426.txt-70-20	mag_1995_414309.txt-5-8	emmaccaulfield	3	 	include_vb
mag_1822_553394.txt-97-6	news_1993_655700.txt-13-14	emmaccaulfield	3	 	include_vb
nf_1986_774269.txt-91-3	news_1988_670655.txt-37-15	emmaccaulfield	4	 	include_vb
mag_1859_527065.txt-281-30	fic_1850_4498.txt-3170-19	emmaccaulfield	3	 	include_vb
news_1997_632240.txt-93-2	mag_1997_428156.txt-120-28	emmaccaulfield	4	 	include_vb
fic_1998_43724.txt-0-19	mag_1831_563795.txt-35-1	emmaccaulfield	4	 	include_vb
mag_1842_555028.txt-387-26	mag_2001_411787.txt-0-20	emmaccaulfield	4	 	include_vb
mag_1838_554651.txt-959-18	news_1998_626737.txt-5-14	emmaccaulfield	4	 	include_vb
mag_1994_408002.txt-18-14	mag_1855_505272.txt-562-10	shur	4	 	include_vb
nf_2007_747138.txt-68-15	news_1998_626737.txt-5-14	shur	4	 	include_vb
nf_1833_747716.txt-1388-2	news_2006_636096.txt-101-1	shur	4	 	include_vb
fic_2001_45723.txt-4-3	mag_1860_556896.txt-87-14	shur	4	 	include_vb
mag_1982_490853.txt-74-33	news_1988_670729.txt-35-12	shur	4	 	include_vb
mag_1850_525729.txt-74-7	mag_1989_327876.txt-11-5	shur	4	 	include_vb
mag_1986_332962.txt-8-3	fic_1835_7133.txt-2552-44	shur	4	 	include_vb
fic_1835_7133.txt-2552-44	mag_1841_554922.txt-205-26	shur	4	 	include_vb
mag_1995_414309.txt-5-8	mag_1823_553477.txt-260-19	shur	4	 	include_vb
mag_1854_566446.txt-197-3	mag_1990_419894.txt-137-9	shur	4	 	include_vb
mag_1990_419894.txt-137-9	mag_1854_566406.txt-114-22	shur	4	 	include_vb
news_1997_632240.txt-93-2	news_2005_608702.txt-89-9	shur	4	 	include_vb
mag_1847_565713.txt-124-6	mag_1994_425313.txt-80-8	shur	4	 	include_vb
nf_1837_747882.txt-1536-32	mag_1853_566260.txt-42-1	shur	4	 	include_vb
mag_1830_554068.txt-241-19	fic_1835_7133.txt-2552-44	shur	4	 	include_vb
fic_1851_746.txt-2932-9	nf_1965_773962.txt-461-19	shur	4	 	include_vb
mag_1994_425313.txt-80-8	nf_1843_748690.txt-2757-52	shur	4	 	include_vb
mag_1828_553924.txt-257-33	nf_2006_747081.txt-98-6	shur	4	 	include_vb
fic_1853_2409.txt-342-8	nf_1837_747882.txt-1536-32	shur	4	 	include_vb
news_1970_728719.txt-13-25	mag_1847_565620.txt-72-76	shur	4	 	include_vb
nf_1844_747607.txt-704-7	mag_1986_480710.txt-175-6	shur	4	 	include_vb
nf_1833_747463.txt-3333-24	mag_1986_480710.txt-175-6	shur	4	 	include_vb
news_2004_635134.txt-90-3	nf_1986_773571.txt-691-22	shur	4	 	include_vb
fic_2009_36481.txt-2-9	fic_2003_47954.txt-80-42	shur	4	 	include_vb
nf_1855_747876.txt-94-1	mag_1993_410504.txt-149-7	shur	4	 	include_vb
fic_1991_16780.txt-3428-14	nf_1960_774212.txt-1513-41	shur	4	 	include_vb
fic_1860_9791.txt-2-2	nf_1841_747861.txt-157-23	shur	4	 	include_vb
mag_1849_525388.txt-50-11	fic_1855_602.txt-150-2	shur	4	 	include_vb
news_1980_734591.txt-46-11	nf_1858_753804.txt-231-2	shur	4	 	include_vb
fic_1842_7206.txt-14-54	mag_1849_525380.txt-64-11	shur	4	 	include_vb
nf_1845_747928.txt-3757-37	fic_1860_9791.txt-2-2	shur	4	 	include_vb
mag_1993_409305.txt-48-2	mag_1995_414309.txt-5-8	shur	4	 	include_vb
mag_1982_490853.txt-74-33	mag_1840_554814.txt-21-30	shur	4	 	include_vb
nf_1854_747500.txt-1393-11	mag_1848_555522.txt-75-11	shur	4	 	include_vb
mag_1840_554841.txt-264-11	mag_1859_506520.txt-456-28	shur	4	 	include_vb
mag_1859_506520.txt-456-28	mag_1994_425313.txt-80-8	shur	4	 	include_vb
mag_1858_566921.txt-73-22	nf_1995_777123.txt-209-1	shur	4	 	include_vb
fic_1839_7233.txt-3817-7	mag_1839_554749.txt-771-25	shur	4	 	include_vb
nf_1980_774261.txt-1476-5	nf_1994_773479.txt-408-2	shur	4	 	include_vb
nf_1855_748018.txt-2872-4	mag_1854_566446.txt-197-3	shur	4	 	include_vb
nf_2002_746523.txt-238-19	fic_1998_43724.txt-0-19	shur	4	 	include_vb
news_1979_734259.txt-90-4	news_1961_721815.txt-1-66	shur	4	 	include_vb
mag_1859_527065.txt-281-30	news_2004_661031.txt-46-2	shur	4	 	include_vb
mag_1840_554841.txt-264-11	fic_1846_557.txt-3917-31	shur	4	 	include_vb
nf_1855_747876.txt-94-1	mag_1982_490853.txt-74-33	shur	4	 	include_vb
mag_1976_253292.txt-23-10	nf_1994_773479.txt-408-2	shur	4	 	include_vb
mag_1833_554231.txt-601-1	fic_1839_7233.txt-3817-7	shur	4	 	include_vb
fic_1851_746.txt-5392-19	news_1997_621050.txt-10-4	shur	4	 	include_vb
fic_1851_746.txt-2932-9	mag_1994_408002.txt-18-14	shur	4	 	include_vb
nf_1985_774182.txt-1050-13	mag_2007_390391.txt-28-21	shur	4	 	include_vb
mag_1976_253292.txt-23-10	nf_2006_747081.txt-98-6	shur	4	 	include_vb
news_2001_627691.txt-731-18	fic_1985_780044.txt-1741-20	shur	4	 	include_vb
news_2004_635134.txt-90-3	nf_1837_747882.txt-1536-32	shur	4	 	include_vb
news_1995_638662.txt-57-4	mag_2004_414088.txt-142-2	shur	4	 	include_vb
mag_1841_554922.txt-171-11	mag_1991_421245.txt-80-7	shur	4	 	include_vb
fic_1853_2409.txt-342-8	mag_1828_553912.txt-155-3	shur	4	 	include_vb
nf_1971_773658.txt-366-24	news_1985_670000.txt-1-2	shur	4	 	include_vb
mag_1859_527065.txt-281-30	mag_1990_419894.txt-137-9	shur	4	 	include_vb
nf_1824_747685.txt-2102-22	nf_1991_773986.txt-56-1	shur	4	 	include_vb
news_2004_635134.txt-90-3	mag_2000_409170.txt-9-8	shur	4	 	include_vb
mag_1849_525388.txt-50-11	news_2006_636096.txt-101-1	shur	4	 	include_vb
mag_2004_414088.txt-142-2	nf_1829_748004.txt-1005-16	shur	4	 	include_vb
fic_1853_2409.txt-342-8	nf_1980_774127.txt-1300-15	shur	4	 	include_vb
nf_1832_747819.txt-1795-21	nf_1858_753804.txt-231-2	shur	4	 	include_vb
mag_2004_414088.txt-142-2	mag_1997_397965.txt-4-29	shur	4	 	include_vb
mag_1996_426265.txt-38-21	mag_1848_588468.txt-33-19	shur	4	 	include_vb
mag_1854_566406.txt-114-22	news_1975_731715.txt-118-4	shur	4	 	include_vb
mag_1849_525388.txt-50-11	fic_1991_16780.txt-3428-14	shur	4	 	include_vb
nf_1986_773571.txt-691-22	mag_1836_554371.txt-76-32	shur	4	 	include_vb
news_1995_638662.txt-57-4	nf_1833_747716.txt-1388-2	shur	4	 	include_vb
news_1997_632240.txt-93-2	mag_2000_409170.txt-9-8	shur	4	 	include_vb
mag_1856_566684.txt-290-25	fic_1835_7133.txt-257-5	shur	4	 	include_vb
news_2006_636096.txt-101-1	nf_1993_746578.txt-7-3	shur	4	 	include_vb
mag_2004_394946.txt-120-6	nf_1844_747607.txt-2804-17	amariac810	4	 	include_vb
mag_1843_565241.txt-170-2	fic_1836_7349.txt-2541-15	amariac810	4	 	include_vb
nf_2006_747081.txt-98-6	mag_1849_525388.txt-50-11	amariac810	3	 	include_vb
news_2003_623012.txt-89-4	news_1997_621050.txt-10-4	amariac810	4	 	include_vb
nf_1845_747928.txt-3757-37	news_1985_671426.txt-70-20	amariac810	4	 	include_vb
nf_1994_746852.txt-188-1	nf_1833_747581.txt-1229-3	amariac810	3	 	include_vb
news_1972_730544.txt-3-2	news_1961_721815.txt-1-66	amariac810	4	 	include_vb
fic_1846_557.txt-3917-31	nf_1858_753804.txt-231-2	amariac810	4	 	include_vb
news_1988_670655.txt-37-15	fic_1842_7206.txt-14-54	amariac810	3	 	include_vb
mag_1850_525729.txt-74-7	mag_1996_426265.txt-38-21	amariac810	3	 	include_vb
mag_2004_394946.txt-120-6	mag_1828_553924.txt-257-33	amariac810	4	 	include_vb
news_2006_618076.txt-111-9	mag_1854_566406.txt-114-22	amariac810	3	 	include_vb
mag_1855_505272.txt-562-10	mag_1838_554638.txt-46-61	amariac810	3	 	include_vb
nf_1855_747876.txt-94-1	fic_1839_7233.txt-3817-7	amariac810	3	 	include_vb
fic_1850_4498.txt-3170-19	nf_1847_749455.txt-357-1	amariac810	3	 	include_vb
mag_1979_490823.txt-207-1	mag_1848_524975.txt-526-26	amariac810	3	 	include_vb
mag_1840_554814.txt-21-30	mag_1827_553788.txt-21-23	amariac810	3	 	include_vb
mag_1854_566446.txt-208-24	mag_1823_553477.txt-260-19	amariac810	4	 	include_vb
nf_1965_773962.txt-461-19	nf_1857_753133.txt-2472-13	amariac810	3	 	include_vb
nf_1843_747650.txt-1405-6	mag_1822_553394.txt-97-6	amariac810	4	 	include_vb
news_1998_626737.txt-5-14	fic_1842_7206.txt-14-54	amariac810	4	 	include_vb
mag_1961_477867.txt-225-15	nf_1844_747607.txt-704-7	amariac810	2	 	include_vb
fic_1851_746.txt-2932-9	nf_1991_773986.txt-56-1	amariac810	2	 	include_vb
news_1985_671426.txt-70-20	mag_1853_566284.txt-424-5	amariac810	4	 	include_vb
nf_2002_746523.txt-238-19	news_2006_618076.txt-111-9	amariac810	3	 	include_vb
mag_1844_555172.txt-355-17	fic_1984_782027.txt-8152-29	amariac810	2	 	include_vb
mag_1854_566446.txt-197-3	mag_1844_555172.txt-355-17	amariac810	4	 	include_vb
nf_1857_753133.txt-2472-13	fic_1998_43724.txt-0-19	amariac810	3	 	include_vb
mag_1992_408689.txt-124-10	mag_1856_556222.txt-140-17	amariac810	3	 	include_vb
mag_1991_421245.txt-80-7	fic_1860_9791.txt-2-2	amariac810	3	 	include_vb
nf_1833_747463.txt-3333-24	mag_1996_426265.txt-38-21	amariac810	2	 	include_vb
mag_1849_525388.txt-50-11	nf_1965_773962.txt-461-19	emmaccaulfield	3	 	include_vb
mag_1840_554841.txt-264-11	nf_2007_747138.txt-68-15	emmaccaulfield	4	 	include_vb
fic_1855_602.txt-150-2	fic_1842_7206.txt-14-54	emmaccaulfield	4	 	include_vb
mag_2001_411787.txt-0-20	nf_1837_747882.txt-1536-32	emmaccaulfield	4	 	include_vb
mag_1991_421245.txt-80-7	mag_1844_555172.txt-355-17	emmaccaulfield	3	 	include_vb
mag_1821_553357.txt-97-14	news_1988_670729.txt-35-12	emmaccaulfield	4	 	include_vb
fic_2001_45723.txt-4-3	mag_1821_553344.txt-383-27	emmaccaulfield	4	 	include_vb
mag_1838_554651.txt-959-18	fic_1860_9791.txt-2-2	emmaccaulfield	4	 	include_vb
nf_1980_774127.txt-1300-15	mag_1827_553788.txt-21-23	emmaccaulfield	4	 	include_vb
fic_1991_16780.txt-3428-14	mag_1838_554651.txt-959-18	emmaccaulfield	3	 	include_vb
fic_1855_602.txt-150-2	mag_1860_556896.txt-87-14	emmaccaulfield	3	 	include_vb
mag_1991_421245.txt-80-7	fic_1846_557.txt-3917-31	emmaccaulfield	3	 	include_vb
mag_1976_253292.txt-23-10	nf_2002_746523.txt-238-19	emmaccaulfield	4	 	include_vb
fic_1985_780044.txt-1741-20	nf_1833_747463.txt-3333-24	emmaccaulfield	2	 	include_vb
nf_1841_747926.txt-866-2	nf_1999_773781.txt-856-6	emmaccaulfield	4	 	include_vb
fic_1984_782027.txt-8152-29	nf_1960_774212.txt-1513-41	emmaccaulfield	3	 	include_vb
mag_1996_426265.txt-38-21	mag_1849_525388.txt-50-11	emmaccaulfield	4	 	include_vb
mag_1848_555522.txt-75-11	news_1970_728719.txt-13-25	emmaccaulfield	3	 	include_vb
mag_1993_410504.txt-149-7	nf_1837_747882.txt-1536-32	emmaccaulfield	4	 	include_vb
mag_1846_524059.txt-169-36	mag_1845_519376.txt-681-14	emmaccaulfield	2	 	include_vb
nf_1841_747994.txt-437-12	fic_1985_10737.txt-4940-6	emmaccaulfield	4	 	include_vb
nf_1855_747876.txt-94-1	mag_1843_565241.txt-170-2	emmaccaulfield	4	 	include_vb
mag_1834_554251.txt-145-66	nf_1965_773962.txt-461-19	emmaccaulfield	4	 	include_vb
mag_1856_566684.txt-290-25	fic_1984_782027.txt-8152-29	emmaccaulfield	4	 	include_vb
fic_1993_16189.txt-2128-5	mag_1979_490823.txt-207-1	emmaccaulfield	4	 	include_vb
mag_1853_566260.txt-42-1	news_2006_618076.txt-111-9	emmaccaulfield	4	 	include_vb
nf_1971_773658.txt-366-24	nf_1844_747607.txt-2804-17	emmaccaulfield	4	 	include_vb
mag_1982_490853.txt-74-33	nf_1841_747994.txt-437-12	emmaccaulfield	3	 	include_vb
news_2004_635134.txt-90-3	news_1972_730544.txt-3-2	emmaccaulfield	3	 	include_vb
mag_1846_565511.txt-118-33	fic_2003_47954.txt-80-42	emmaccaulfield	4	 	include_vb
nf_1986_773571.txt-691-22	mag_1831_563795.txt-35-1	emmaccaulfield	4	 	include_vb
nf_1854_747500.txt-1393-11	fic_1860_9791.txt-2-2	emmaccaulfield	4	 	include_vb
news_1998_626737.txt-5-14	fic_2009_36481.txt-2-9	emmaccaulfield	4	 	include_vb
