identifier	cluster
nn_nrhz157b_1848-82-5	0
nn_nrhz133_1848-160-16	0
mommsen_roemische03_1856-2109-5	0
nn_nrhz190_1849-334-25	0
burckhardt_cicerone_1855-11334-20	0
goethe_faust02_1832-271-48	0
dahlmann_politik_1835-566-24	0
peschel_voelkerkunde_1874-6234-42	0
urbanitzky_electricitaet_1885-643-5	0
griesinger_psychische_1845-3488-16	0
vischer_auch01_1879-2038-96	0
tieck_phantasus03_1816-5953-52	0
lewald_jenny01_1843-2000-29	0
bechstein_dunkelgraf_1854-3987-29	0
beyer_poetik03_1884-6614-36	0
jung_lebensgeschichte_1835-8412-23	0
brehm_thierleben06_1869-3432-13	0
tieck_phantasus01_1812-2189-20	0
brunn_griechen02_1859-24-57	0
dahlmann_politik_1835-1517-20	0
chamberlain_grundlagen01_1899-4091-12	0
uhland_gedichte_1815-1312-12	0
dahlmann_geschichte_1845-1819-98	0
brehm_thierleben04_1867-7520-5	0
goerres_volksbuecher_1807-1478-26	0
tieck_phantasus03_1816-5944-23	0
arent_dichtercharaktere_1885-2171-20	0
keller_seldwyla_1856-1706-12	0
schwab_sagen03_1840-1969-2	0
mommsen_roemische03_1856-5663-52	0
tieck_phantasus03_1816-8117-18	0
dilthey_geisteswissenschaften_1883-1583-16	0
niebuhr_roemische01_1811-179-26	0
hoffmann_unpolitische01_1840-1349-1	0
kotzebue_schutzgeist_1814-336-11	0
munzinger_japaner_1898-4910-13	0
beck_eisen02_1895-8292-41	0
otto_schloss03_1846-1299-12	0
26120215_1982_08_25_01_148.tcf.xml-153-23	0
2532889X_1988-09-10_01_391.tcf.xml-16-30	0
26120215_1963_06_12_01_357.tcf.xml-13-30	0
2532889X_1979-11-30_01_225.tcf.xml-9-46	0
2532889X_1954-08-03_01_034.tcf.xml-10-18	0
2532889X_1956-07-21_01_022.tcf.xml-12-8	0
2532889X_1989-10-24_01_088.tcf.xml-4-13	0
2532889X_1970-12-12_01_149.tcf.xml-22-18	0
26120215_1949_01_27_01_029.tcf.xml-18-31	0
26120215_1984_03_07_01_089.tcf.xml-6-4	0
2532889X_1970-11-14_01_1204.tcf.xml-63-11	0
26120215_1988_12_06_01_160.tcf.xml-34-25	0
26120215_1951_08_17_01_052.tcf.xml-2-7	0
26120215_1986_10_30_01_139.tcf.xml-22-22	0
2532889X_1956-02-05_01_039.tcf.xml-16-8	0
2532889X_1962-03-07_01_114.tcf.xml-7-17	0
26120215_1950_10_27_01_033.tcf.xml-18-9	0
2532889X_1978-04-08_01_350.tcf.xml-48-5	0
2532889X_1964-04-28_01_014.tcf.xml-26-10	0
2532889X_1946-12-12_01_021.tcf.xml-25-32	0
26120215_1967_09_15_01_396.tcf.xml-357-10	-1
2532889X_1950-06-06_01_010.tcf.xml-21-15	0
26120215_1951_06_30_01_028.tcf.xml-1-24	0
2532889X_1963-06-05_01_050.tcf.xml-12-24	0
2532889X_1981-01-28_01_064.tcf.xml-26-5	0
2532889X_1967-08-15_01_162.tcf.xml-37-43	0
26120215_1955_06_24_01_156.tcf.xml-11-7	0
2532889X_1958-09-15_01_070.tcf.xml-5-5	0
2532889X_1950-01-04_01_090.tcf.xml-5-27	0
2532889X_1973-07-24_01_027.tcf.xml-15-13	0
2532889X_1955-07-01_01_005.tcf.xml-59-5	0
26120215_1966_11_26_01_085.tcf.xml-2-13	0
2532889X_1968-04-27_01_418.tcf.xml-118-21	0
2532889X_1960-09-11_01_086.tcf.xml-16-4	0
26120215_1946_12_25_01_232.tcf.xml-46-26	0
26120215_1947_08_27_01_029.tcf.xml-2-17	0
2532889X_1974-05-04_01_240.tcf.xml-66-19	0
26120215_1977_01_17_01_138.tcf.xml-37-18	0
2532889X_1951-01-04_01_015.tcf.xml-19-11	0
2532889X_1970-09-07_01_244.tcf.xml-3-4	0
26120215_1962_12_31_01_092.tcf.xml-24-5	0
2532889X_1951-01-05_01_098.tcf.xml-3-26	0
2532889X_1961-01-15_01_059.tcf.xml-14-5	0
2532889X_1977-02-14_01_059.tcf.xml-21-5	0
2532889X_1973-04-07_01_532.tcf.xml-7-12	0
2532889X_1989-11-14_01_108.tcf.xml-42-7	0
26120215_1946_09_28_01_038.tcf.xml-8-7	0
2532889X_1961-07-23_01_015.tcf.xml-4-11	0
26120215_1954_05_13_01_042.tcf.xml-26-10	0
2532889X_1967-06-29_01_121.tcf.xml-8-27	0
2532889X_1984-03-27_01_203.tcf.xml-40-6	0
26120215_1959_02_10_01_169.tcf.xml-9-4	0
26120215_1961_03_26_01_084.tcf.xml-33-20	0
2532889X_1985-12-27_01_104.tcf.xml-16-4	0
26120215_1990_03_08_01_244.tcf.xml-40-4	0
26120215_1948_07_01_01_183.tcf.xml-1-35	0
26120215_1963_12_04_01_102.tcf.xml-5-31	0
26120215_1964_08_16_01_143.tcf.xml-86-12	0
26120215_1967_06_17_01_182.tcf.xml-6-10	0
2532889X_1967-09-23_01_297.tcf.xml-25-29	0
26120215_1947_01_28_01_190.tcf.xml-5-3	0
2532889X_1984-02-06_01_060.tcf.xml-5-14	0
26120215_1982_03_31_01_220.tcf.xml-8-4	0
2532889X_1970-11-22_01_361.tcf.xml-101-12	0
2532889X_1982-08-19_01_105.tcf.xml-8-13	0
26120215_1946_10_31_01_039.tcf.xml-3-6	0
2532889X_1986-12-27_01_304.tcf.xml-19-6	0
2532889X_1951-10-19_01_042.tcf.xml-10-4	0
26120215_1974_12_22_01_144.tcf.xml-23-5	0
26120215_1964_03_07_01_095.tcf.xml-25-18	0
2532889X_1951-11-07_01_010.tcf.xml-65-4	0
2532889X_1954-06-15_01_064.tcf.xml-11-5	0
26120215_1980_08_26_01_026.tcf.xml-116-6	0
2532889X_1956-09-27_01_012.tcf.xml-3-22	0
26120215_1958_01_10_01_197.tcf.xml-62-4	0
26120215_1977_03_05_01_381.tcf.xml-34-7	0
2532889X_1951-06-05_01_008.tcf.xml-10-26	0
2532889X_1971-03-06_01_244.tcf.xml-14-39	0
2532889X_1966-02-08_01_069.tcf.xml-35-33	0
2532889X_1947-03-20_01_038.tcf.xml-37-3	0
2532889X_1960-01-30_01_111.tcf.xml-13-14	0
2532889X_1970-03-15_01_009.tcf.xml-9-3	0
26120215_1953_09_20_02_140.tcf.xml-59-18	0
2532889X_1968-11-24_01_106.tcf.xml-32-5	0
2532889X_1980-12-08_01_063.tcf.xml-42-4	0
2532889X_1966-05-12_01_296.tcf.xml-5-5	0
26120215_1953_05_12_01_210.tcf.xml-2-26	0
2532889X_1950-12-22_01_060.tcf.xml-7-38	0
2532889X_1978-09-23_01_057.tcf.xml-4-9	0
2532889X_1951-03-14_01_018.tcf.xml-12-5	0
2532889X_1982-06-14_01_039.tcf.xml-39-55	0
26120215_1958_11_16_02_213.tcf.xml-27-19	0
2532889X_1951-04-12_01_031.tcf.xml-2-12	0
2532889X_1957-02-26_01_056.tcf.xml-12-12	0
26120215_1957_11_24_02_015.tcf.xml-4-18	0
26120215_1981_05_06_01_075.tcf.xml-3-18	0
26120215_1956_01_04_01_134.tcf.xml-28-3	0
26120215_1960_06_22_01_219.tcf.xml-36-6	0
26120215_1949_05_24_01_030.tcf.xml-1-6	0
26120215_1958_07_06_02_334.tcf.xml-8-16	0
