lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
überspannen	 	1951	2	2532889X_1951-04-03_01_107.tcf.xml-2-13	 	Von den sieben Straßen-und Eisenbahnbrürken Hamburgs, die die Norder-und Süderelbe überspannen, sind bereits fünf zwecks Sprengung im Kriegsfälle unterminiert.	83:94	0:159
überspannen	 	1891	1	lehnert_seehaefen01_1891-13579-13	 	Von den erwähnten Brücken ist die niedrigere eine Drehbrücke; die beiden anderen überspannen den Fluss aber in Höhen von 26 ·5 m und 36 ·5 m, so dass sie der Schiffahrt nicht hinderlich sind.	81:92	0:191
überspannen	 	1829	1	muellner_kaliber_1829-736-4	 	Sie sind leidenschaftlich, überspannt, schwärmerisch in Ihren Gefühlen.	27:37	0:71
überspannen	 	1892	1	may_kurdistan_1892-11738-21	 	In seinem Bette liegen zahlreiche Felsblöcke, die das Flößen und Schwimmen außerordentlich erschweren, und die Brücke, die ihn überspannt, ist aus rohem Flechtwerk gefertigt und mittels großer, schwerer Steine über einige Pfeiler befestigt.	127:137	0:240
überspannen	 	1975	2	26120215_1975_10_23_01_356.tcf.xml-7-3	 	Mit ihren Kronen überspannen sie am „Haus der Frau\" das Denkmal des Philosophen Georg Wilhelm Friedrich Hegel, der einst am Kupfergraben 5 wohnte', Und zwei uralte Blutbuchen sind es, die in der Invalidenstraße Interesse finden.	17:28	0:228
überspannen	 	1946	2	2532889X_1946-05-08_01_009.tcf.xml-18-2	 	Große Spruchbänder überspannen die Straßenzüge und fordern die Einheit des deutschen / Wirtschaftslebens in allen Zonen unter Führung der fortschrittlichen demokratischen Kräfte des Aufbaues.	19:30	0:191
überspannen	 	1894	1	steinen_naturvoelker_1894-4559-24	 	Diese lautlichen Entsprechungen, die innerhalb der Stammesgruppen völlig sicher sind, die von Stammesgruppe zu Stammesgruppe auch nicht die leiseste Verträglichkeit zeigen, überspannen mehr als halb Südamerika und rühren aus Aufzeichnungen, die von 1887 bis vor die Mitte des 16. Jahrhunderts zurückreichen.	173:184	0:307
überspannen	 	1889	1	treitschke_geschichte04_1889-4597-18	 	Auch die deutsche Demokratie wurde jetzt hineingezogen in das Netz revolutionärer Geheimbünde, das die romanischen Länder längst überspannte.	129:140	0:141
überspannen	 	1959	2	2532889X_1959-12-06_01_025.tcf.xml-11-4	 	„Wenn der Bogen überspannt wird\", schreibt das Blatt, wenn die Gewerkschaften ihre Kraft für höhere Löhne einsetzen sollten, „dann kommt der strenge Staat unweigerlich\".	16:26	0:169
überspannen	 	1875	1	bluntschli_staatslehre_1875-4713-59	 	Für Völker in bedrohter Lage und zur Zeit ihres nothwendigen Wachsthums wird auch eine solch ungewöhnliche Anspannung der militärischen Kräfte unvermeidlich sein; aber in dem normalen zur vollen Machtentfaltung gelangten State wird man nie übersehen, dasz die Militärkraft nur ein Mittel, nicht das Ziel der Politik ist und sich hüten, die Ausbildung derselben so zu überspannen, dasz die eigentlichen Statszwecke Schaden leiden.	367:378	0:429
überspannen	 	1846	1	laube_bernsteinhexe_1846-1080-4	 	Jch finde dies Alles überspannt, lieber Vater, und sage Jhnen voraus, daß ich kein ruhiger Zuschauer sein werde, wenn diese Ueberspannung weiter gehen sollte als zu drohenden Worten.	21:31	0:182
überspannen	 	1980	2	2532889X_1980-08-16_01_402.tcf.xml-23-18	 	Die von zwei Mann bediente, 8,60 m lange, 3,22 m breite und 31 t schwere Begleitbrücke überspannt bis zu 18 m breite Hindernisse und tragt bis zu 50 schwere Fahrzeuge.	87:97	0:167
überspannen	 	1951	2	26120215_1951_08_11_01_057.tcf.xml-42-4	 	Wenn es nicht etwas überspannt klänge, würde ich sagen, Eure Volkspolizei kommt mir vor, als ob sie auch uns gehöre, während wir nur mit Haß an die französische Polizei denken können.	20:30	0:183
überspannen	 	1894	1	steinen_naturvoelker_1894-7110-30	 	Ein Sarg hat die Form einer langen Kiste, deren Boden und Querseiten aus Latten bestehen; dieses Gerüst ist innen mit einem weissen, aussen mit einem schwarzen Tuch überspannt.	165:175	0:176
überspannen	 	1982	2	2532889X_1982-08-05_01_160.tcf.xml-5-9	 	Die in den Jahren 1891 -1893 errichtete Eisenhängebrücke überspannt die Elbe zwischen den Stadtteilen Blasewitz und Loschwitz.	57:67	0:126
überspannen	 	1884	1	ledebur_eisenhuettenkunde_1884-1065-12	 	Diese Oefen haben entweder rechteckige Grundform, sind oben durch ein Tonnengewölbe überspannt und etwa 15 m lang, 3.5 bis 5 m breit und ebenso hoch; oder sie sind cylindrisch gebaut und oben durch ein Kuppelgewölbe abgedeckt bei 8.5 m Durchmesser, und 3.5 m Höhe bis zum Gewölbe; oder endlich sie haben Kegelform bei 8.5 bis 9 m Durchmesser an der Grundfläche und 6 bis 8.5 m Höhe.	84:94	0:382
überspannen	 	1965	2	2532889X_1965-12-29_01_107.tcf.xml-5-29	 	Dementsprechend wurde auch von dem Sachverständigenrat zur ¦ Begutachtung der 'gesamtwirtschaftlichen » Entwicklung, dem fünf namhafte bürgerliche Ökonomen angehören; festgestellt, daß die Gewerkschaften ihre Lohnforderungen nicht überspannt hätten und demzufolge auch nicht für die Preislawine verantwortlich gemacht werden' können.	231:241	0:333
überspannen	 	1895	1	rapsilber_reichstagsgebaeude_1895-208-11	 	An der Westfront sind die Fenster des Hauptgeschosses, von Rundbögen überspannt, möglichst hoch emporgeführt, das verleiht dem Geschoss ein imposantes Gepräge.	69:79	0:159
überspannen	 	1964	2	2532889X_1964-11-06_01_168.tcf.xml-45-18	 	Wir sahen diese Losung in goldenen Lettern die ganze Breite des gegenwärtig größten Wasserkraftwerkes der Welt in Bratsk überspannen.	121:132	0:133
überspannen	 	1889	1	conradi_adam_1889-3355-77	 	So ein armes, wirklich ganz messianisch veranlagtes; mit dem wüthendsten Drange zu helfen, zu erhöhen, zu versöhnen, ausgerüstetes — von allen Welträthselngequältes... von tausend Ahnungen, Stimmungen, Erwartungen, Hoffnungen, Entsagungen... von tausend Tendenzen... von einer Unzahl von Gefühlen, Gedanken und Problemen hin-und hergeschütteltes Individuum wird dann gewöhnlich nebenbei auch noch für „verrückt“, „unzurechnungsfähig ', „unnormal“, „überspannt“, „pathologisch“ u. s. w. erklärt.	449:459	0:494
überspannen	 	1972	2	2532889X_1972-12-02_01_264.tcf.xml-6-11	 	Gleichberechtigt haben die Delegationen an dem großen, mit grünem Tuch überspannten sechseckigen Tisch übrigens dem größten, der je in Finnland hergestellt wurde — Platz genommen.	71:83	0:179
überspannen	 	1855	1	burckhardt_cicerone_1855-1498-18	 	S. Prassede (IX. Jahrhundert), ein merkwürdiger Versuch, in das Organische einzulenken; grosse Backsteinbögen überspannen das Mittelschiff; dazwischen je drei Intervalle und zwei Säulen mit geradem Gebälk.	110:121	0:205
überspannen	 	1971	2	26120215_1971_02_28_01_367.tcf.xml-41-27	 	Im Verlauf der sich seit Monaten hinschleppenden und zuletzt von franzosischer Seite abgebrochenen Erdöl-Verhandlungen hatten die Algerier Paris wiederholt gewarnt, den Bogen nicht durch Unnachgiebigkeit zu überspannen.	207:218	0:219
überspannen	 	1968	2	2532889X_1968-12-03_01_027.tcf.xml-13-21	 	Herzstück des Karl-Marx-Städter Zentrums ist eine moderne Portalkrananlage, die drei Gleise sowie zwei Ladestraßen mit einer Länge von 95 Metern überspannt.	145:155	0:156
überspannen	 	1844	1	stock_gesellenwesen_1844-1006-18	 	Mit Gunst, so habe ich den Gesellenkreis gezeichnet, er sei so rund oder groß, ich überspanne ihn, schreibe die Gesellen hinein, die hier in Arbeit stehen, ich schreibe hinein zu viel oder zu wenig, so kommt wohl ein reicher Kaufmann und bezahlt die Strafe und Buße für mich (klopft mit dem Hammer auf).	83:93	0:303
überspannen	 	1847	1	menzel_maurer_1847-3296-7	 	Wächst nämlich der Raum welchen ein Kreuzgewölbe überspannen soll so an, daß man für die Festigkeit der dünnen Kappen zu sorgen hat, so legt man außer den 4 Gradgurten noch Zwischengurten an, welche alsdann kleinere, folglich festere Kappenräume bilden.	49:60	0:253
überspannen	 	1855	1	kuernberger_amerikamuede_1855-1504-21	 	Für solche Ueberraschungen ist auch der Gefaßte nicht gefaßt genug, und schrill reißt eine Empfindung entzwei, die ohnedies nicht überspannt war.	130:140	0:145
überspannen	 	1877	1	wanderley_bauconstructionslehre01_1877-2826-19	 	Die gesammte Binderconstruktion hat eine lichte Weite von 46,40m, wovon auf das Hauptdach (welches den mittleren Raum überspannt) 26,89m kommen.	118:128	0:144
überspannen	 	1836	1	ranke_paepste02_1836-3668-14	 	Indem ein Papst auftrat, welcher die streitigen Ansprüche seiner Gewalt mit rücksichtslosem Eifer überspannte, gerieth die venezianische Regierung in die Hände von Männern welche die Opposition gegen die römische Herrschaft zu ihrer persönlichen Gesinnung ausgebildet, durch sie emporgekommen, und ihr Prinzip nun um so nachdrücklicher behaupteten, weil es ihnen zugleich diente ihre Gegner innerhalb der Republik abzuwehren, zu unterdrücken.	98:109	0:442
überspannen	 	1969	2	26120215_1969_02_21_01_342.tcf.xml-4-15	 	Zehn der insgesamt 22 monolithischen Stelzen stehen auf einer Brücke\", die die Uahn überspannt.	84:94	0:95
überspannen	 	1965	2	26120215_1965_10_14_01_058.tcf.xml-13-5	 	Die Konstruktion wird 1700 Meter überspannen, 28 Meter Breite haben und ermöglicht in beiden Richtungen drei Fahrbahnen, Stützpfeiler von 120 Meter Höhe werden in 500 Metern Abstand die Fahrbahn tragen.	33:44	0:202
überspannen	 	1830	1	pueckler_briefe02_1830-1651-20	 	Die übertriebene Eitelkeit auf ihr Geld, die damit nie Größe und Rang genug zu erlangen glaubt, oder die überspannt romanhafte Erziehung der Mädchen, welche durchaus und allein um ihrer selbst Willen geliebt werden wollen (woran z. B. eine Französin sich gar nicht kehrt, weil sie ganz richtig meint: dies werde schon in der Ehe kommen, wenn überhaupt Stoff dazu da wäre, sey aber dies nicht der Fall, würde es doch nicht bleiben, selbst wenn es der Zukünftige, jetzt zu fühlen glaube) — sind die Hauptgründe dieser Erscheinung.	105:115	0:528
überspannen	 	1831	1	gerstner_mechanik01_1831-7666-39	 	Zieht man nämlich noch die Linie B b, so ist der Winkel A B b = A F f, weil aber dieser Winkel an der Peripherie mit seinen 2 Schenkeln den Bogen A f von 60 Graden überspannt, so enthält derselbe 30 Grad, folglich auch der Winkel A B b.	164:174	0:236
überspannen	 	1847	1	menzel_maurer_1847-3001-8	 	Will man eine größere Breite mit einem Kappengewölbe überspannen, so muß es 1 Stein stark werden.	53:64	0:97
überspannen	 	1961	2	26120215_1961_12_30_01_116.tcf.xml-1-2	 	unte Spruchbander überspannen di e Auffahrt.	18:29	0:44
überspannen	 	1981	2	2532889X_1981-01-08_01_119.tcf.xml-3-8	 	Förderanlagen, die wie eine Hochbahn die Stadt überspannen, kennzeichnen Metlaoui unübersehbar als Bergbauzentrum.	47:58	0:114
