identifier1	identifier2	annotator	judgment	comment	timestamp	lemma
mag_1824_553556.txt-303-26	nf_1844_747892.txt-574-13	st189492	2.0	 	2023-12-11 17:12:54.001	twist_nn
fic_1823_7249.txt-3606-8	nf_1974_774254.txt-611-20	st189492	1.0	 	2023-12-11 17:13:00.171	twist_nn
fic_1847_2352.txt-771-30	nf_1974_774254.txt-611-20	st189492	1.0	 	2023-12-11 17:13:10.56	twist_nn
mag_1824_553556.txt-303-26	fic_1855_9053.txt-7676-33	st189492	1.0	 	2023-12-11 17:13:15.482	twist_nn
fic_1847_2352.txt-771-30	fic_1839_7011.txt-1159-17	st189492	4.0	 	2023-12-11 17:13:28.494	twist_nn
fic_1823_7213.txt-1296-19	fic_1839_7011.txt-1159-17	st189492	4.0	 	2023-12-11 17:13:34.813	twist_nn
fic_1860_9165.txt-1649-9	fic_1839_7011.txt-1159-17	st189492	2.0	 	2023-12-11 17:13:45.985	twist_nn
fic_1855_9053.txt-7676-33	fic_1823_7213.txt-1296-19	st189492	1.0	 	2023-12-11 17:14:58.288	twist_nn
fic_1848_7009.txt-4137-35	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:16:07.377	twist_nn
fic_1823_7213.txt-1296-19	nf_1974_774254.txt-611-20	st189492	1.0	 	2023-12-11 17:16:15.998	twist_nn
mag_1824_553556.txt-303-26	news_1998_626792.txt-30-11	st189492	1.0	 	2023-12-11 17:16:30.813	twist_nn
fic_1855_9773.txt-1608-9	fic_1855_9053.txt-7676-33	st189492	2.0	 	2023-12-11 17:16:39.77	twist_nn
nf_1844_747892.txt-574-13	fic_1834_7323.txt-2713-19	st189492	2.0	 	2023-12-11 17:16:50.738	twist_nn
fic_1823_7249.txt-3606-8	fic_1855_9053.txt-7676-33	st189492	1.0	 	2023-12-11 17:17:01.447	twist_nn
fic_1823_7213.txt-703-26	fic_1823_7213.txt-1296-19	st189492	1.0	 	2023-12-11 17:17:06.337	twist_nn
fic_1823_7213.txt-703-26	fic_1856_9852.txt-1753-8	st189492	1.0	 	2023-12-11 17:17:14.029	twist_nn
fic_1855_604.txt-2914-22	fic_1823_7249.txt-3606-8	st189492	4.0	 	2023-12-11 17:17:20.403	twist_nn
nf_1844_747892.txt-594-17	fic_1963_10432.txt-3272-17	st189492	4.0	 	2023-12-11 17:18:10.053	twist_nn
fic_1855_9773.txt-1591-25	fic_1966_781992.txt-2245-7	st189492	0.0	 	2023-12-11 17:18:16.906	twist_nn
fic_1823_7213.txt-1296-19	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:18:21.798	twist_nn
fic_1847_2352.txt-771-30	fic_1963_10432.txt-3272-17	st189492	2.0	 	2023-12-11 17:20:49.018	twist_nn
nf_1844_747892.txt-574-13	fic_1848_7009.txt-4137-35	st189492	1.0	 	2023-12-11 17:20:53.252	twist_nn
nf_1844_747892.txt-594-17	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:21:00.171	twist_nn
fic_1848_7009.txt-4137-35	fic_1960_10398.txt-4574-8	st189492	1.0	 	2023-12-11 17:21:04.38	twist_nn
fic_1856_9852.txt-1753-8	fic_1962_10427.txt-373-8	st189492	1.0	 	2023-12-11 17:21:08.316	twist_nn
nf_1844_747892.txt-574-13	fic_1847_2352.txt-2533-11	st189492	1.0	 	2023-12-11 17:21:25.552	twist_nn
fic_1823_7249.txt-3606-8	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:21:40.519	twist_nn
fic_1856_9852.txt-1753-8	fic_1840_7164.txt-2774-22	st189492	1.0	 	2023-12-11 17:21:44.062	twist_nn
fic_1855_604.txt-2914-22	nf_1844_747892.txt-594-17	st189492	1.0	 	2023-12-11 17:23:44.711	twist_nn
fic_1856_9852.txt-1753-8	fic_1963_10432.txt-3272-17	st189492	2.0	 	2023-12-11 17:23:49.656	twist_nn
fic_1823_7249.txt-3606-8	fic_1993_25010.txt-3586-24	st189492	1.0	 	2023-12-11 17:23:59.271	twist_nn
fic_1823_7213.txt-1296-19	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:24:06.363	twist_nn
nf_1844_747892.txt-574-13	fic_1840_7164.txt-2774-22	st189492	3.0	 	2023-12-11 17:24:33.674	twist_nn
nf_1844_747892.txt-594-17	fic_1966_10473.txt-1675-18	st189492	2.0	 	2023-12-11 17:24:46.876	twist_nn
nf_1844_747892.txt-574-13	nf_1974_774254.txt-611-20	st189492	1.0	 	2023-12-11 17:24:49.892	twist_nn
mag_1824_553556.txt-303-26	fic_1839_7011.txt-1159-17	st189492	3.0	 	2023-12-11 17:24:59.902	twist_nn
fic_1823_7249.txt-3606-8	fic_1963_10432.txt-3272-17	st189492	1.0	 	2023-12-11 17:29:18.351	twist_nn
fic_1856_9852.txt-1753-8	fic_1855_9053.txt-7676-33	st189492	2.0	 	2023-12-11 17:29:31.934	twist_nn
fic_1848_7009.txt-4137-35	fic_1839_7011.txt-1159-17	st189492	1.0	 	2023-12-11 17:29:36.736	twist_nn
mag_1823_553448.txt-210-40	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:30:25.324	twist_nn
news_1998_626792.txt-30-11	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:30:28.539	twist_nn
fic_2002_47050.txt-569-1	fic_1961_12930.txt-399-14	st189492	1.0	 	2023-12-11 17:30:45.513	twist_nn
fic_1839_7011.txt-1159-17	fic_1839_7336.txt-1218-18	st189492	1.0	 	2023-12-11 17:30:56.246	twist_nn
fic_1855_604.txt-2914-22	nf_1844_747892.txt-574-13	st189492	1.0	 	2023-12-11 17:31:03.112	twist_nn
fic_1823_7213.txt-703-26	nf_1844_747892.txt-574-13	st189492	1.0	 	2023-12-11 17:31:08.527	twist_nn
fic_1847_2352.txt-771-30	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:31:30.77	twist_nn
fic_1823_7213.txt-703-26	fic_1848_7009.txt-4137-35	st189492	2.0	 	2023-12-11 17:31:41.677	twist_nn
fic_1823_7249.txt-3606-8	fic_1848_7009.txt-4137-35	st189492	1.0	 	2023-12-11 17:31:45.583	twist_nn
mag_1843_555146.txt-498-35	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:31:58.63	twist_nn
fic_1823_7213.txt-1296-19	fic_1962_10427.txt-373-8	st189492	1.0	 	2023-12-11 17:32:16.443	twist_nn
nf_1835_747966.txt-690-8	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:32:57.397	twist_nn
nf_1844_747892.txt-594-17	fic_2002_47050.txt-569-1	st189492	1.0	 	2023-12-11 17:33:04.09	twist_nn
nf_1974_774254.txt-611-20	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:33:13.015	twist_nn
fic_1843_7208.txt-7787-16	nf_1844_747892.txt-574-13	st189492	2.0	 	2023-12-11 17:33:18.855	twist_nn
fic_1856_9852.txt-1753-8	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:33:22.833	twist_nn
fic_1823_7213.txt-1296-19	fic_1993_25010.txt-3586-24	st189492	1.0	 	2023-12-11 17:33:29.008	twist_nn
fic_1856_9852.txt-1753-8	fic_1855_604.txt-2207-10	st189492	1.0	 	2023-12-11 17:33:41.058	twist_nn
fic_1966_10473.txt-1675-18	fic_1990_14132.txt-719-10	st189492	2.0	 	2023-12-11 17:34:04.464	twist_nn
fic_1823_7249.txt-3606-8	news_1998_626792.txt-30-11	st189492	1.0	 	2023-12-11 17:34:26.185	twist_nn
fic_1823_7249.txt-3606-8	fic_1960_10398.txt-4574-8	st189492	1.0	 	2023-12-11 17:34:29.533	twist_nn
fic_1855_9053.txt-7676-33	fic_1848_7009.txt-4137-35	st189492	1.0	 	2023-12-11 17:34:36.997	twist_nn
fic_1855_9773.txt-1591-25	news_1966_725646.txt-32-10	st189492	0.0	 	2023-12-11 17:34:39.999	twist_nn
fic_1823_7213.txt-1296-19	fic_1960_10398.txt-4574-8	st189492	1.0	 	2023-12-11 17:34:48.844	twist_nn
fic_1839_7011.txt-1159-17	fic_1991_53421.txt-313-17	st189492	1.0	 	2023-12-11 17:35:19.859	twist_nn
fic_1848_7009.txt-4137-35	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 17:35:23.272	twist_nn
fic_1848_7009.txt-4137-35	fic_2002_47050.txt-569-1	st189492	3.0	 	2023-12-11 17:35:40.607	twist_nn
fic_1855_604.txt-2914-22	fic_1990_14132.txt-719-10	st189492	1.0	 	2023-12-11 17:36:19.035	twist_nn
fic_1855_9053.txt-7676-33	news_1966_725646.txt-32-10	st189492	1.0	 	2023-12-11 17:36:46.613	twist_nn
fic_1855_604.txt-1903-14	fic_1855_9053.txt-7676-33	st189492	1.0	 	2023-12-11 17:36:58.68	twist_nn
nf_1844_747892.txt-574-13	fic_1990_14132.txt-719-10	st189492	3.0	 	2023-12-11 17:37:06.013	twist_nn
fic_1848_7009.txt-4137-35	fic_1962_10427.txt-373-8	st189492	1.0	 	2023-12-11 17:37:09.414	twist_nn
fic_1855_604.txt-1903-14	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:37:19.707	twist_nn
fic_1855_9773.txt-1591-25	fic_1961_12930.txt-399-14	st189492	0.0	 	2023-12-11 17:37:22.932	twist_nn
fic_1855_9773.txt-1591-25	fic_1990_14132.txt-719-10	st189492	0.0	 	2023-12-11 17:37:36.802	twist_nn
fic_1847_2352.txt-2533-11	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:37:57.84	twist_nn
fic_1848_7009.txt-4137-35	fic_1840_7164.txt-2774-22	st189492	1.0	 	2023-12-11 17:40:14.975	twist_nn
fic_1848_7009.txt-4137-35	fic_1855_604.txt-2207-10	st189492	1.0	 	2023-12-11 17:40:24.704	twist_nn
mag_1824_553556.txt-303-26	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:40:31.977	twist_nn
fic_1856_9852.txt-1753-8	fic_1823_7249.txt-3606-8	st189492	4.0	 	2023-12-11 17:40:35.699	twist_nn
fic_1855_9053.txt-7676-33	fic_1990_14132.txt-719-10	st189492	1.0	 	2023-12-11 17:40:44.761	twist_nn
fic_1823_7213.txt-703-26	fic_1823_7249.txt-3606-8	st189492	1.0	 	2023-12-11 17:40:53.157	twist_nn
fic_1856_9852.txt-1753-8	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:40:57.28	twist_nn
fic_1855_604.txt-2914-22	fic_1823_7213.txt-1296-19	st189492	4.0	 	2023-12-11 17:41:08.757	twist_nn
mag_1843_555146.txt-498-35	fic_1839_7011.txt-1159-17	st189492	1.0	 	2023-12-11 17:41:49.277	twist_nn
fic_1860_9165.txt-1649-9	fic_1855_9053.txt-7676-33	st189492	1.0	 	2023-12-11 17:42:01.844	twist_nn
fic_1961_12930.txt-399-14	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:42:05.009	twist_nn
fic_1842_7206.txt-1247-16	fic_1839_7011.txt-1159-17	st189492	4.0	 	2023-12-10 15:55:55.671	twist_nn
fic_1855_604.txt-2207-10	fic_1840_7164.txt-2774-22	st189492	1.0	 	2023-12-11 13:18:42.721	twist_nn
fic_1855_9053.txt-7676-33	fic_2009_36961.txt-181-4	st189492	2.0	 	2023-12-11 13:19:12.152	twist_nn
fic_2002_47050.txt-569-1	news_1998_626792.txt-30-11	st189492	3.0	 	2023-12-11 17:06:21.129	twist_nn
nf_1844_747892.txt-574-13	fic_1963_10432.txt-3272-17	st189492	3.0	 	2023-12-11 17:09:46.093	twist_nn
fic_1823_7213.txt-703-26	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 17:15:52.064	twist_nn
mag_1824_553556.txt-303-26	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 17:16:12.277	twist_nn
fic_1823_7249.txt-3606-8	fic_1840_7164.txt-2774-22	st189492	1.0	 	2023-12-11 17:21:13.191	twist_nn
fic_1847_2352.txt-2533-11	fic_1840_7164.txt-2774-22	st189492	1.0	 	2023-12-11 17:22:19.831	twist_nn
fic_1856_9852.txt-1753-8	nf_1844_747892.txt-574-13	st189492	1.0	 	2023-12-11 17:30:37.184	twist_nn
fic_1855_9053.txt-7676-33	news_1998_626792.txt-30-11	st189492	1.0	 	2023-12-11 17:32:13.248	twist_nn
fic_1856_9852.txt-1753-8	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 17:33:57.829	twist_nn
fic_2002_47050.txt-569-1	fic_1960_10398.txt-4574-8	st189492	1.0	 	2023-12-11 17:36:50.391	twist_nn
fic_1823_7249.txt-3606-8	nf_1844_747892.txt-574-13	st189492	1.0	 	2023-12-11 17:37:33.234	twist_nn
fic_1855_604.txt-2914-22	fic_1823_7213.txt-703-26	st189492	1.0	 	2023-12-11 17:40:39.282	twist_nn
fic_1856_9852.txt-1753-8	fic_1855_604.txt-2207-10	amariac810	2.0	 	2023-12-20 15:49:36.252	twist_nn
mag_1843_555146.txt-498-35	fic_1966_10473.txt-2976-10	amariac810	3.0	 	2023-12-20 15:49:45.147	twist_nn
fic_1860_9165.txt-1649-9	fic_1839_7011.txt-1159-17	amariac810	2.0	 	2023-12-20 15:49:57.377	twist_nn
fic_1856_9852.txt-1753-8	fic_1966_10473.txt-1675-18	amariac810	2.0	 	2023-12-20 15:50:02.426	twist_nn
nf_1844_747892.txt-594-17	fic_1855_9773.txt-1591-25	amariac810	2.0	 	2023-12-20 17:23:29.579	twist_nn
fic_1823_7213.txt-703-26	fic_1823_7249.txt-3606-8	amariac810	2.0	 	2023-12-20 17:23:41.252	twist_nn
fic_1847_2352.txt-771-30	fic_1963_10432.txt-3272-17	amariac810	4.0	 	2023-12-20 17:23:45.49	twist_nn
fic_1855_9773.txt-1591-25	news_1966_725646.txt-32-10	amariac810	2.0	 	2023-12-20 17:23:58.007	twist_nn
fic_1856_9852.txt-1753-8	fic_1963_10432.txt-3272-17	amariac810	3.0	 	2023-12-20 17:24:13.239	twist_nn
fic_1961_12930.txt-399-14	fic_1966_10473.txt-2976-10	amariac810	2.0	 	2023-12-20 17:24:29.482	twist_nn
fic_1855_604.txt-2914-22	fic_1855_9773.txt-1591-25	st189492	0.0	I can only imagine Virginia Twist as a name	2023-12-10 15:48:16.072	twist_nn
nf_1844_747892.txt-574-13	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-10 15:50:12.179	twist_nn
fic_1855_604.txt-2914-22	fic_1840_7164.txt-2774-22	st189492	3.0	 	2023-12-10 15:56:44.54	twist_nn
fic_1855_604.txt-2914-22	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 13:19:05.401	twist_nn
fic_1855_9053.txt-7676-33	fic_1993_25010.txt-3586-24	st189492	1.0	 	2023-12-11 13:19:20.428	twist_nn
fic_1963_10432.txt-3272-17	fic_1960_10398.txt-4574-8	st189492	2.0	 	2023-12-11 13:19:30.934	twist_nn
fic_1847_2352.txt-2533-11	fic_1962_10427.txt-373-8	st189492	2.0	 	2023-12-11 16:53:43.572	twist_nn
fic_1855_604.txt-2914-22	nf_1974_774254.txt-611-20	st189492	4.0	 	2023-12-11 16:54:28.637	twist_nn
fic_1993_25010.txt-3586-24	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 16:54:35.951	twist_nn
fic_1963_10432.txt-3272-17	fic_1993_25010.txt-3586-24	st189492	2.0	 	2023-12-11 16:54:57.773	twist_nn
fic_1855_9053.txt-7676-33	fic_1834_7323.txt-2713-19	st189492	4.0	 	2023-12-11 16:55:37.148	twist_nn
fic_1823_7213.txt-703-26	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 16:55:41.898	twist_nn
fic_1839_7011.txt-1159-17	news_1998_626792.txt-30-11	st189492	1.0	 	2023-12-11 16:55:49.101	twist_nn
fic_1855_604.txt-2914-22	fic_2002_47050.txt-569-1	st189492	2.0	 	2023-12-11 16:55:55.588	twist_nn
fic_1855_9773.txt-1591-25	fic_1960_10398.txt-4574-8	st189492	0.0	 	2023-12-11 16:55:58.515	twist_nn
fic_1823_7213.txt-703-26	fic_1840_7164.txt-2774-22	st189492	1.0	 	2023-12-11 17:05:24.804	twist_nn
fic_1839_7011.txt-1159-17	nf_1974_774254.txt-611-20	st189492	2.0	 	2023-12-11 17:05:34.005	twist_nn
nf_1844_747892.txt-574-13	fic_1962_10427.txt-373-8	st189492	1.0	 	2023-12-11 17:05:58.641	twist_nn
fic_1855_604.txt-2914-22	fic_1963_10432.txt-3272-17	st189492	1.0	 	2023-12-11 17:06:05.022	twist_nn
fic_1855_9053.txt-7676-33	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:06:43.879	twist_nn
fic_1855_604.txt-2914-22	fic_1960_10398.txt-4574-8	st189492	1.0	 	2023-12-11 17:08:52.628	twist_nn
fic_1963_10432.txt-3272-17	fic_1962_10427.txt-373-8	st189492	4.0	 	2023-12-11 17:08:57.803	twist_nn
fic_1855_604.txt-2914-22	fic_1962_10427.txt-373-8	st189492	1.0	 	2023-12-11 17:09:24.933	twist_nn
fic_1839_7011.txt-1159-17	fic_1855_604.txt-2207-10	st189492	3.0	 	2023-12-11 17:09:39.086	twist_nn
fic_1823_7213.txt-703-26	fic_1847_2352.txt-2533-11	st189492	1.0	 	2023-12-11 17:11:55.344	twist_nn
fic_1966_10473.txt-1675-18	fic_1993_25010.txt-3586-24	st189492	1.0	 	2023-12-11 17:12:03.387	twist_nn
fic_1855_604.txt-2207-10	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:12:15.275	twist_nn
fic_1855_9053.txt-7676-33	fic_1839_7011.txt-1159-17	st189492	4.0	 	2023-12-11 17:12:23.795	twist_nn
fic_1855_9053.txt-7676-33	fic_1963_10432.txt-3272-17	st189492	1.0	 	2023-12-11 17:12:41.961	twist_nn
fic_1823_7213.txt-703-26	fic_1839_7011.txt-1159-17	st189492	1.0	 	2023-12-11 17:12:47.313	twist_nn
fic_1855_9773.txt-1591-25	fic_1966_10473.txt-2976-10	st189492	0.0	 	2023-12-11 17:13:19.037	twist_nn
fic_1839_7011.txt-1159-17	fic_1960_10398.txt-4574-8	st189492	2.0	 	2023-12-11 17:13:23.691	twist_nn
fic_1855_9053.txt-7676-33	nf_1974_774254.txt-611-20	st189492	1.0	 	2023-12-11 17:13:54.225	twist_nn
fic_1855_604.txt-2207-10	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 17:15:42.923	twist_nn
fic_1823_7213.txt-703-26	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:15:48.823	twist_nn
fic_1966_10473.txt-1675-18	fic_1966_10473.txt-2976-10	st189492	4.0	 	2023-12-11 17:15:55.334	twist_nn
fic_1834_7323.txt-2713-19	fic_1962_10427.txt-373-8	st189492	1.0	 	2023-12-11 17:16:04.273	twist_nn
fic_1823_7213.txt-703-26	fic_1962_10427.txt-373-8	st189492	1.0	 	2023-12-11 17:17:10.366	twist_nn
nf_1844_747892.txt-574-13	fic_1855_9053.txt-7676-33	st189492	3.0	 	2023-12-11 17:17:25.058	twist_nn
fic_2002_47050.txt-569-1	fic_1962_10427.txt-373-8	st189492	1.0	 	2023-12-11 17:18:06.578	twist_nn
fic_1855_9053.txt-7676-33	fic_1855_604.txt-2207-10	st189492	1.0	 	2023-12-11 17:18:25.689	twist_nn
fic_1839_7011.txt-1159-17	fic_1962_10427.txt-373-8	st189492	3.0	 	2023-12-11 17:18:31.789	twist_nn
fic_1834_7323.txt-2713-19	fic_1963_10432.txt-3272-17	st189492	2.0	 	2023-12-11 17:18:36.797	twist_nn
fic_1855_604.txt-2207-10	news_1998_626792.txt-30-11	st189492	1.0	 	2023-12-11 17:18:40.909	twist_nn
fic_1855_604.txt-2207-10	fic_1993_25010.txt-3586-24	st189492	3.0	 	2023-12-11 17:20:28.664	twist_nn
nf_1844_747892.txt-574-13	fic_1839_7011.txt-1159-17	st189492	2.0	 	2023-12-11 17:20:57.432	twist_nn
nf_1974_774254.txt-611-20	fic_2002_47050.txt-569-1	st189492	4.0	 	2023-12-11 17:21:17.529	twist_nn
fic_1855_9773.txt-1591-25	fic_1840_7164.txt-2774-22	st189492	0.0	 	2023-12-11 17:21:30.008	twist_nn
fic_1855_9053.txt-7676-33	fic_1966_10473.txt-2976-10	st189492	4.0	 	2023-12-11 17:21:36.957	twist_nn
fic_1834_7323.txt-2713-19	fic_1960_10398.txt-4574-8	st189492	1.0	 	2023-12-11 17:21:48.957	twist_nn
fic_2002_47050.txt-569-1	fic_1993_25010.txt-3586-24	st189492	1.0	 	2023-12-11 17:22:14.291	twist_nn
fic_1839_7011.txt-1159-17	fic_1847_2352.txt-2533-11	st189492	1.0	 	2023-12-11 17:23:36.759	twist_nn
nf_1844_747892.txt-574-13	fic_1855_9773.txt-1591-25	st189492	0.0	 	2023-12-11 17:24:02.06	twist_nn
news_1998_626792.txt-30-11	fic_1963_10432.txt-3272-17	st189492	1.0	 	2023-12-11 17:24:38.962	twist_nn
fic_1834_7323.txt-2713-19	fic_1840_7164.txt-2774-22	st189492	1.0	 	2023-12-11 17:24:42.704	twist_nn
fic_1966_10473.txt-1675-18	fic_1960_10398.txt-4574-8	st189492	2.0	 	2023-12-11 17:29:09.907	twist_nn
fic_1855_604.txt-2207-10	fic_2002_47050.txt-569-1	st189492	1.0	 	2023-12-11 17:29:22.158	twist_nn
fic_1839_7011.txt-1159-17	fic_2002_47050.txt-569-1	st189492	1.0	 	2023-12-11 17:29:27.074	twist_nn
fic_1855_604.txt-2207-10	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:29:40.527	twist_nn
nf_1844_747892.txt-574-13	fic_1993_25010.txt-3586-24	st189492	1.0	 	2023-12-11 17:29:46.841	twist_nn
fic_1966_10473.txt-1675-18	news_1998_626792.txt-30-11	st189492	1.0	 	2023-12-11 17:29:49.718	twist_nn
fic_1966_10473.txt-1675-18	nf_1974_774254.txt-611-20	st189492	1.0	 	2023-12-11 17:29:53.008	twist_nn
fic_1855_604.txt-2207-10	fic_1960_10398.txt-4574-8	st189492	2.0	 	2023-12-11 17:30:33.031	twist_nn
fic_1855_9773.txt-1591-25	nf_1974_774254.txt-611-20	st189492	0.0	 	2023-12-11 17:30:49.398	twist_nn
fic_1855_604.txt-2914-22	fic_1855_9053.txt-7676-33	st189492	1.0	 	2023-12-11 17:31:25.4	twist_nn
fic_1855_604.txt-2207-10	fic_1962_10427.txt-373-8	st189492	2.0	 	2023-12-11 17:31:35.386	twist_nn
fic_1840_7164.txt-2774-22	fic_1963_10432.txt-3272-17	st189492	3.0	 	2023-12-11 17:32:08.969	twist_nn
fic_1839_7011.txt-1159-17	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 17:32:19.963	twist_nn
fic_1823_7213.txt-703-26	fic_2002_47050.txt-569-1	st189492	4.0	 	2023-12-11 17:32:23.525	twist_nn
fic_1823_7213.txt-703-26	fic_1963_10432.txt-3272-17	st189492	1.0	 	2023-12-11 17:32:27.09	twist_nn
fic_1855_9053.txt-7676-33	fic_2002_47050.txt-569-1	st189492	1.0	 	2023-12-11 17:33:07.336	twist_nn
fic_1823_7213.txt-703-26	fic_1960_10398.txt-4574-8	st189492	1.0	 	2023-12-11 17:33:10.452	twist_nn
fic_1962_10427.txt-373-8	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:33:33.69	twist_nn
fic_1855_604.txt-2914-22	news_1998_626792.txt-30-11	st189492	1.0	 	2023-12-11 17:33:48.421	twist_nn
fic_1855_9053.txt-7676-33	fic_1966_10473.txt-1675-18	st189492	4.0	 	2023-12-11 17:33:52.946	twist_nn
fic_1839_7011.txt-1159-17	fic_1966_10473.txt-2976-10	st189492	1.0	 	2023-12-11 17:34:08.769	twist_nn
fic_1840_7164.txt-2774-22	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 17:34:13.054	twist_nn
nf_1844_747892.txt-574-13	fic_1855_604.txt-2207-10	st189492	3.0	 	2023-12-11 17:34:19.766	twist_nn
fic_1847_2352.txt-2533-11	fic_1966_10473.txt-1675-18	st189492	1.0	 	2023-12-11 17:34:23.11	twist_nn
fic_1839_7011.txt-1159-17	fic_1834_7323.txt-2713-19	st189492	1.0	 	2023-12-11 17:34:33.315	twist_nn
